,parent_event_id,main_event,sub_events,Event_ID_decimal,Event_Type,Main_Event,Source,Event_Name,UUID,GID(s),level,Location,Hazard,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Unit,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
2170,586,,[],586.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1930s North American heat waves,ZSi52sk,['North America'],main,[''],['Heatwave'],1930,NULL,NULL,1938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2171,587,,[],587.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1936 North American heat wave,m36PWzs,"['USA,CAN']",main,"['the United States', 'Canada']",['Heatwave'],1936,NULL,NULL,1936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2174,588,,[],588.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1936 North American cold wave,BvTUrc3,[''],main,"['the United States', 'Canada']",['Cold Spell'],1936,NULL,NULL,1936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2175,589,,[],589.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1947 Paris heat wave,fyDeWUF,['FRA.8.3_1'],main,['France'],['Heatwave'],1947,6,26,1947,6,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2177,590,,[],590.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1950s Central and Southern United States heat waves,MpVomBG,['USA'],main,['the United States'],['Heatwave'],1952,NULL,NULL,1955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2179,591,,[],591.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,October 1952 Romania heat wave,EuvDvUn,['ROU'],main,['Romania'],['Heatwave'],1952,10,2,1952,10,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2181,592,,[],592.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1955 United Kingdom heat wave,LHufDTC,['GBR'],main,['the United Kingdom'],['Heatwave'],1955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2182,593,,[],593.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1960 South Australia heat wave,rfCvBnD,['AUS.8_1'],main,['Australia'],['Heatwave'],1960,1,2,1960,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2184,594,,[],594.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1972 Northeastern United States heat wave,4urBJV4,"['USA.33_1,USA']",main,['the United States'],['Heatwave'],1972,NULL,NULL,1972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2186,595,,[],595.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1976 United Kingdom heat wave,EY4XoW4,['GBR'],main,['the United Kingdom'],['Heatwave'],1976,NULL,NULL,1976,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2188,596,,[],596.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1980 United States heat wave,aN3Urko,['USA'],main,['the United States'],['Heatwave'],1980,NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2192,597,,[],597.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,August 1981 heat wave,qJdTRhV,['AR6-47'],main,[''],['Heatwave'],1981,8,NULL,1981,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2193,598,,[],598.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1983 US heat wave,ywKXmcU,"['USA.16_1,USA.26_1,USA.14_1,USA.23_1,USA.50_1,USA.15_1,USA.36_1,USA.24_1,USA.17_1,USA.28_1,USA.18_1']",main,['the United States'],['Heatwave'],1983,NULL,NULL,1983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195,599,,[],599.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1983 United Kingdom heat wave,v77JB8g,['GBR'],main,['the United Kingdom'],['Heatwave'],1983,7,NULL,1983,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196,600,,[],600.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1987 Athens heat wave,2mGqo7n,['GRC.3.1.12_1'],main,['Greece'],['Heatwave'],1987,7,20,1987,7,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2198,601,,[],601.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1988 US heat spells,3fnTGpL,['USA'],main,['the United States'],['Heatwave'],1988,NULL,NULL,1988,NULL,NULL,NULL,NULL,5000,17000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2199,602,,[],602.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1990 United Kingdom heat wave,z536X3F,['GBR'],main,['the United Kingdom'],['Heatwave'],1990,NULL,NULL,1990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2201,603,,[],603.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1990 France heat,U554QvX,['FRA'],main,['France'],['Heatwave'],1990,NULL,NULL,1990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2202,604,,[],604.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1994 Poland heat wave,yqXWphq,['POL'],main,['Poland'],['Heatwave'],1994,7,NULL,1994,8,NULL,NULL,NULL,1076,1076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2203,605,,[],605.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1995 California heat wave,uzwU59a,['USA.5_1'],main,['the United States'],['Heatwave'],1995,2,NULL,1995,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2205,606,,[],606.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1995 Chicago heat wave,cqrwwsi,"['USA.14_1,USA.50_1']",main,['the United States'],['Heatwave'],1995,NULL,NULL,1995,NULL,NULL,NULL,NULL,778,779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2207,607,,[],607.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1995 United Kingdom heat wave,nSd3bfZ,['GBR'],main,['the United Kingdom'],['Heatwave'],1995,NULL,NULL,1995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2209,608,,[],608.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1996 California heat wave,mMu3bJp,['USA.5_1'],main,['the United States'],['Heatwave'],1995,2,NULL,1995,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2211,609,,[],609.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1997 United Kingdom heat wave,EkdLEaS,['GBR'],main,['the United Kingdom'],['Heatwave'],1997,NULL,NULL,1997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2212,610,,[],610.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,1999 Eastern US heat wave,MbJWEHU,"['USA.21_1,USA.8_1,USA.31_1,USA.40_1,USA.49_1']",main,['the United States'],['Heatwave'],1999,NULL,NULL,1999,NULL,NULL,NULL,NULL,502,502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2214,611,,[],611.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2000 Southern US heat wave,rWrjCYS,['USA'],main,['the United States'],['Heatwave'],2000,NULL,NULL,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2216,612,,[],612.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2001 US and Canada heat wave,iXxS4Qb,"['USA,CAN']",main,"['the United States', 'Canada']",['Heatwave'],2001,8,NULL,2001,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2218,613,,[],613.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2002 Eastern United States heat wave,dYAeTap,['USA'],main,['the United States'],['Heatwave'],2002,4,NULL,2002,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2220,614,,[],614.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2002 China heat wave,BMKKxGJ,['CHN'],main,['China'],['Heatwave'],2002,7,NULL,2002,7,NULL,3501,3601,45659,45659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2221,615,,[],615.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2003 United Kingdom heat wave,TmWjH2o,"['GBR.1_1,GBR.4_1']",main,"['England', 'Wales']",['Heatwave'],2003,4,NULL,2003,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2222,616,,[],616.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,European heat wave of 2003,J8SkpfY,"['ESP,GBR.1_1,FRA,PRT']",main,"['Spain', 'England', 'France']",['Heatwave'],2003,NULL,NULL,2003,NULL,NULL,NULL,NULL,14000,16000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2224,617,,[],617.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,European heat wave of 2006,r8yJsAP,"['FRA.8.3_1,IRL,BEL,LUX,NLD,DEU,GBR,DNK,SWE,GBR.1_1,GBR.3_1,GBR.4_1']",main,"['France', 'Ireland', 'Belgium', 'Luxembourg', 'the Netherlands', 'Germany']",['Heatwave'],2006,NULL,NULL,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2226,618,,[],618.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2006 North American heat wave,goqLBc3,"['USA,CAN']",main,"['the United States', 'Canada']",['Heatwave'],2006,7,NULL,2006,8,NULL,NULL,NULL,221,231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2228,619,,[],619.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,European heat wave of 2007,e7d6VeT,['BGR'],main,['Bulgaria'],['Heatwave'],2007,6,NULL,2006,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2229,620,,[],620.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2007 Asian heat wave,NzataYc,['IND.19.14.2_1'],main,['India'],['Heatwave'],2007,NULL,NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2231,621,,[],621.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2008 Australian heat wave,PbntbR6,['AUS'],main,['Australia'],['Heatwave'],2008,NULL,NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2234,622,,[],622.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2008 Eastern US heat wave,5LN76mu,['USA'],main,['the United States'],['Heatwave'],2008,NULL,NULL,2008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2236,623,,[],623.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2009 Australian heat wave,YXUuvhS,['AUS'],main,['Australia'],['Heatwave'],2009,NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2239,624,,[],624.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2009 Argentina winter heat wave,dWsofEN,['ARG'],main,['Argentina'],['Heatwave'],2009,8,24,2009,8,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2242,625,,[],625.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,Northern Hemisphere summer heat wave of 2010,kMSMwiG,[''],main,"['China', 'Russia']",['Heatwave'],2010,NULL,NULL,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2251,626,,[],626.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2010,SvJuQzB,[''],main,['Pakistan'],['Heatwave'],2010,6,NULL,2010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2252,628,,[],628.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2010,ky2XXYd,[''],main,['the United States'],['Heatwave'],2010,7,4,2010,7,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2253,629,,[],629.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2011 North American heat wave,xei5zun,"['USA,CAN']",main,"['the United States', 'Canada']",['Heatwave'],2011,NULL,NULL,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2255,630,,[],630.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2011 Southwestern Asia heat wave,ovbUNfo,"['IRQ,GEO.12.1_1']",main,"['Iraq', 'Georgia']",['Heatwave'],2011,7,NULL,2011,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2257,631,,[],631.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2011 United Kingdom heat wave,Ni5NGL7,['GBR'],main,['the United Kingdom'],['Heatwave'],2011,9,NULL,2011,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2259,632,,[],632.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2012 Midwest heat wave,rtcPoQt,['USA'],main,['the United States'],['Heatwave'],2012,3,NULL,2012,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2261,633,,[],633.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2012 North American heat wave,4KJRgzM,['USA'],main,['the United States'],['Heatwave'],2012,6,NULL,2012,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2262,634,,[],634.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 Angry Summer heat wave,s3YFyNy,['AUS'],main,['Australia'],['Heatwave'],2012,12,28,2013,1,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2263,635,,[],635.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 North American heat wave,WzvdRQi,"['USA,CAN']",main,['the United States'],['Heatwave'],2013,6,NULL,2013,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2269,636,,[],636.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2016 Southeast Asian heat wave,BHfFx67,"['AR6-38,G-SEA']",main,"['the United States', 'Canada']",['Heatwave'],2013,NULL,NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2270,637,,[],637.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 Heat wave in China,ej9tYru,['CHN'],main,['China'],['Heatwave'],2013,7,NULL,2013,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000000,9000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2274,638,,[],638.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 UK heat wave,3viv4HH,['GBR'],main,['the United Kingdom'],['Heatwave'],2013,7,NULL,2013,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2275,639,,[],639.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 Argentina heat wave,okg69fr,['ARG'],main,['Argentina'],['Heatwave'],2013,12,11,2014,1,2,2000,9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2278,640,,[],640.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2013 Australia heat wave,5NvPvXG,['AUS.7.39_1'],main,['Australia'],['Heatwave'],2013,12,28,2014,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2280,641,,[],641.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 India heat wave,C4AnypF,['IND'],main,['India'],['Heatwave'],2015,4,NULL,2015,5,NULL,NULL,NULL,2201,2301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2283,642,,[],642.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 Pakistan heat wave,tCoFakU,['PAK.8.2_1'],main,['Pakistan'],['Heatwave'],2015,6,20,2015,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2285,643,,[],643.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 Heat wave in Northwest USA and British Columbia,Nr7WCd8,"['USA,CAN.2_1']",main,"['the United States', 'Canada']",['Heatwave'],2015,6,28,2015,7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2287,644,,[],644.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 Western Europe heat wave,FVCSXgR,"['AR6-17,GBR.1_1']",main,['England'],['Heatwave'],2015,6,30,2015,7,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2288,645,,[],645.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 European heat wave,Tb2VqdC,"['Europe,AR6-23,AR6-19']",main,[''],['Heatwave'],2015,6,NULL,2015,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2289,646,,[],646.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2015 Middle East heat wave,cjgdL5e,"['EGY,IRQ,QAT']",main,"['Egypt', 'Iraq', 'Qatar']",['Heatwave'],2015,8,NULL,2015,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2291,647,,[],647.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,"2016 Heat wave in Arizona, Nevada and California",dQKpBaF,"['USA.3_1,USA.29_1,USA.5_1']",main,['the United States'],['Heatwave'],2016,6,NULL,2016,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294,648,,[],648.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2016 Heat wave in Kuwait and Iraq,PKnNZJG,"['KWT,IRQ.2.6_1']",main,"['Kuwait', 'Iraq']",['Heatwave'],2016,6,NULL,2016,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2296,649,,[],649.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2016 UK heat wave,G7KxLeH,['GBR'],main,['the United Kingdom'],['Heatwave'],2016,9,NULL,2016,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2297,650,,[],650.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2016 Indian heatwave,GSKHVd5,['IND'],main,['India'],['Heatwave'],2016,4,NULL,2016,4,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2300,651,,[],651.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2016 Asian heat wave,qRSh9uQ,['Asia'],main,['India'],['Heatwave'],2016,4,NULL,2016,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,330000000,330000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2302,652,,[],652.00,Multi,Extreme Temperature,https://en.wikipedia.org/wiki/List_of_heat_waves,2017 Heat wave in Chile,Q66SyMC,['CHL'],main,['Chile'],['Heatwave'],2017,1,25,2017,1,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
