,parent_event_id,main_event,sub_events,UUID,Event_ID_decimal,Event_Type,Main_Event,Hazard,Source,Event_Name,Location,GID(s),Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Injured_Min,Injured_Max,Deaths_Min,Deaths_Max,Displaced_Min,Displaced_Max,Homelessness_Min,Homelessness_Max,Affected_Min,Affected_Max,Buildings_Damaged_Min,Buildings_Damaged_Max,Insured_Damage_Min,Insured_Damage_Max,Insured_Damage_Unit,Insured_Damage_Inflation_Adjusted,Insured_Damage_Inflation_Adjusted_Year,Damage_Min,Damage_Max,Damage_Units,Damage_Inflation_Adjusted,Damage_Inflation_Adjusted_Year
164,61,cBmVMxp,[],fJvMVuk,61.26,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Italy', 'Rome&Italy']","['ITA,ITA.8.4_1']",2022,6,28,2022,8,NULL,NULL,NULL,18010,18010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,61,cBmVMxp,[],LMbGqJH,61.27,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Marmolada&Trentino/Veneto&Italy'],"['ITA.17_1,ITA.20_1']",2022,7,4,2022,7,4,NULL,NULL,11,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,61,cBmVMxp,[],VE4UE87,61.28,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Luxembourg&Luxembourg', 'Esch-sur-Alzette&Luxembourg']","['LUX.3.3.4_1,LUX.3.2_1']",2022,6,18,2022,7,19,NULL,NULL,44,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,61,cBmVMxp,[],VimxSyM,61.29,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Malta'],['MLT'],2022,6,NULL,2022,7,NULL,NULL,NULL,76,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,61,cBmVMxp,[],sMWtjUq,61.30,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Netherlands', 'Maastricht&Netherlands']","['NLD,NLD.7.23_1']",2022,7,18,2022,7,NULL,NULL,NULL,469,469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,61,cBmVMxp,[],4BeCRkN,61.31,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Tromsø&Norway', 'Saltdal&Norway']","['NOR.17.25_1,NOR.10.31_1']",2022,6,28,2022,6,NULL,NULL,NULL,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,61,cBmVMxp,[],Q7CMFtP,61.32,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Poland'],['POL'],2022,6,19,2022,7,NULL,NULL,NULL,2,763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,61,cBmVMxp,[],Q8DFDfR,61.33,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"[' Słubice&Poland', 'Tarnów&Poland', 'Krosno&Poland']","['POL.5.6.5_1,POL.6.18_1,POL.9.7_1']",2022,6,19,2022,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,61,cBmVMxp,[],FGwT62i,61.34,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Polish-Ukrainian border&Poland', 'Polish-Ukrainian border&Ukraine']","['POL,UKR']",2022,6,24,2022,6,24,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,61,cBmVMxp,[],5Ex4SQC,61.35,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Płońsk&Poland'],['POL.7.22.7_1'],2022,6,26,2022,6,26,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,61,cBmVMxp,[],U2fGu3v,61.36,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2023 European heat waves   ,['Portugal'],['PRT'],2022,7,7,2022,7,18,187,187,241,2212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,61,cBmVMxp,[],D5jxT8c,61.37,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2024 European heat waves   ,"['Alvega&Portugal', 'Mora&Portugal', 'Pinhão&Portugal']","['PRT.16.1.5_1,PRT.8.7.3_1,PRT.19.1.9_1']",2022,7,NULL,2022,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,61,cBmVMxp,[],E7oKw7r,61.38,Single,Wildfire,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2025 European heat waves   ,"['Leiria&Portugal', 'city of Faro&Portugal', 'Quinta do Lago&Algarve&Faro&Portugal', 'Vila Nova de Foz Côa&Portugal']","['PRT.11_1,PRT.9.5_1,PRT.9_1,PRT.10.14_1']",2022,7,NULL,2022,7,NULL,135,136,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,61,cBmVMxp,[],pyAGTKT,61.39,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['San Marino'],['SMR'],2022,7,NULL,2022,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,61,cBmVMxp,[],b78pQrY,61.40,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Dogana&Serravalle&San Marino'],['SMR.9_1'],2022,7,24,2022,7,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,61,cBmVMxp,[],aCdUGXy,61.41,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Serbia'],['SRB'],2022,7,23,2022,7,23,NULL,NULL,574,574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,61,cBmVMxp,[],bwjZeAz,61.42,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Niš&Serbia'],['SRB.10.5_1'],2022,7,23,2022,7,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,61,cBmVMxp,[],8HMCKmW,61.43,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Slovakia'],['SVK'],2022,6,22,2022,NULL,NULL,NULL,NULL,365,365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,61,cBmVMxp,[],sWMQX3B,61.44,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Banská Bystrica Region&Slovakia'],['SVK.1_1'],2022,6,26,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,61,cBmVMxp,[],cFR9gAu,61.45,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Romania'],['ROU'],2022,7,24,2022,7,24,NULL,NULL,2455,2455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,61,cBmVMxp,[],7zBgBT2,61.46,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Bucharest&Romania', 'Craiova&Romania']","['ROU.10.1_1,ROU.18.33_1']",2022,7,24,2022,7,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,61,cBmVMxp,[],F5XYKzd,61.47,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Slovenia'],['SVN'],2022,6,28,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,61,cBmVMxp,[],P3RZKGu,61.48,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Podnanos&Vipava&Slovenia', 'Bilje&Miren-Kostanjevica&Slovenia', 'Volče&Tolmin&Slovenia', 'Cerklje ob Krki Airport&Brežice-Krško&Slovenia']","['SVN.2.12_1,SVN.2.8_1,SVN.2.11_1,SVN.11.1_1,SVN.11.2_1']",2022,6,28,2022,7,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,61,cBmVMxp,[],wbPPLFx,61.49,Single,Wildfire,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Karst Plateau&Vipava&Slovenia', 'Trieste&Italy']","['SVN.2.12_1,ITA.7.3_1']",2022,7,17,2022,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,61,cBmVMxp,[],sUp9smX,61.50,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,"['Litija&Slovenia', 'Bežigrad District&Ljubljana&Slovenia', 'Celje&Slovenia', 'Cerklje ob Krki Airport&Brežice-Krško&Slovenia', 'Bilje&Miren-Kostanjevica&Slovenia']","['SVN.7.13_1,SVN.7.14_1,SVN.10.3_1,SVN.11.1_1,SVN.11.2_1,SVN.2.8_1']",2022,8,5,2022,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,61,cBmVMxp,[],vVHrwpx,61.51,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,6,12,2022,6,18,NULL,NULL,830,830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,61,cBmVMxp,[],Wrd7w4H,61.52,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,7,NULL,2022,7,NULL,NULL,NULL,2063,2223,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,61,cBmVMxp,[],A2Lcd8n,61.53,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,7,10,2022,7,11,NULL,NULL,43,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,61,cBmVMxp,[],tPoMBZg,61.54,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,7,10,2022,7,15,NULL,NULL,360,370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,61,cBmVMxp,[],8AKyskE,61.55,Single,Wildfire,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['El Pont de Vilomara&Catalonia&Spain'],['ESP.6.1.9.11_1'],2022,7,17,2022,7,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,61,cBmVMxp,[],6pXeeBa,61.56,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,7,16,2022,7,16,NULL,NULL,510,679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,61,cBmVMxp,[],tTehuNM,61.57,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Spain'],['ESP'],2022,8,NULL,2022,8,NULL,NULL,NULL,1602,1602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,61,cBmVMxp,[],6FK7Tkx,61.58,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Sweden'],['SWE'],2022,6,24,2022,8,19,NULL,NULL,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,61,cBmVMxp,[],uyXQVEg,61.59,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Switzerland'],['CHE'],2022,6,15,2022,8,NULL,NULL,NULL,302,302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,61,cBmVMxp,[],NXZWxub,61.60,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['the UK'],['GBR'],2022,6,14,2022,8,15,NULL,NULL,3100,3300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,61,cBmVMxp,[],gsQqH4a,61.61,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Vatican'],['VAT'],2022,6,NULL,2022,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,61,cBmVMxp,[],Umio3LF,61.62,Single,Extreme Temperature,[''],https://en.wikipedia.org/wiki/2022_European_heat_waves,2022 European heat waves   ,['Germany'],['DEU'],2022,7,11,2022,7,24,NULL,NULL,"6,502","6,502",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,62,,"['tZNMQg3', 'oeNP2zm', 'yCBNByn', 'JckXxhG', 'nRjyp97', '9Eg3SmX', 'LGu4XQE', 'z3Utx35', 'qG6NJLN', 'kVb8sW6', 'hm45m2c', 'ZzfuMFg', 'xQnNSny', 'utTNkrZ', '2RyRAjq', 'JqQcbPE', 'tpTA9xE', 'KYxXew3', 'jRrksBP', '9mTJuij', 'HTTpHFf', 'X6dWaV5', 'ji8h9Sb', 'vUALiz7', '4pchR5z', 'LqJFz6P', 'vCvUJpv', 'nV4SXNx', 'kaF4hh3', 'tKDAj2b', 'uMBjCxj', 'k2VPQpZ', '2jipHJT', 'foHCMNJ', 'mKAUxmy', 'bFnruF7', 'rHzEaEZ', 'pBzXgRS']",P8KmbxA,62.00,Single,Tropical Storm/Cyclone,"['Wind', 'Flood']",https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,"['Yucatán Peninsula&Mexico', 'Cuba', 'the United States', 'Canada', 'Iceland', 'British Isles', 'Ireland', 'United Kingdom']","['MEX.31_1,CUB,USA,CAN,ISL,G-BI,IRL,GBR']",1972,6,14,1972,7,6,NULL,NULL,128,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100000000,2100000000,USD,No,NULL
202,62,P8KmbxA,[],tZNMQg3,62.01,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['the US'],['USA'],1972,6,19,1972,7,25,NULL,NULL,119,119,NULL,NULL,NULL,NULL,NULL,NULL,113279,115279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,62,P8KmbxA,[],oeNP2zm,62.02,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Florida&the US'],['USA.10_1'],1972,6,19,1972,6,20,NULL,NULL,9,9,NULL,NULL,NULL,NULL,NULL,NULL,3436,3436,NULL,NULL,NULL,NULL,NULL,8243000,40000000,USD,No,NULL
204,62,P8KmbxA,[],yCBNByn,62.03,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Pinellas County&Florida&the US'],['USA.10.52_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12100000,12100000,USD,No,NULL
205,62,P8KmbxA,[],JckXxhG,62.04,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Sarasota County&Florida&the US'],['USA.10.58_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7100000,7100000,USD,No,NULL
206,62,P8KmbxA,[],nRjyp97,62.05,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Brevard County&Florida&the US'],['USA.10.5_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4100000,4100000,USD,No,NULL
207,62,P8KmbxA,[],9Eg3SmX,62.06,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Pasco County&Florida&the US'],['USA.10.51_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3100000,3100000,USD,No,NULL
208,62,P8KmbxA,[],LGu4XQE,62.07,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Manatee County&Florida&the US'],['USA.10.40_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000000,2000000,USD,No,NULL
209,62,P8KmbxA,[],z3Utx35,62.08,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Wakulla County&Florida&the US'],['USA.10.65_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400000,1400000,USD,No,NULL
210,62,P8KmbxA,[],qG6NJLN,62.09,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Franklin County&Florida&the US'],['USA.10.18_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400000,1400000,USD,No,NULL
211,62,P8KmbxA,[],kVb8sW6,62.10,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Monroe County&Florida&the US'],['USA.10.44_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300000,1300000,USD,No,NULL
212,62,P8KmbxA,[],hm45m2c,62.11,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Hillsborough County&Florida&the US'],['USA.10.28_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000000,1000000,USD,No,NULL
213,62,P8KmbxA,[],ZzfuMFg,62.12,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Alligator Point&Franklin County&Florida&the US'],['USA.10.18_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,62,P8KmbxA,[],xQnNSny,62.13,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['South Carolina&the US'],['USA.41_1'],1972,6,19,1972,6,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50000,50000,USD,No,NULL
215,62,P8KmbxA,[],utTNkrZ,62.14,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Virginia&the US'],['USA.47_1'],1972,6,19,1972,7,25,NULL,NULL,13,13,NULL,NULL,NULL,NULL,NULL,NULL,5268,5268,NULL,NULL,NULL,NULL,NULL,125900000,125900000,USD,No,NULL
216,62,P8KmbxA,[],2RyRAjq,62.15,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Maryland&the US'],['USA.21_1'],1972,6,19,1972,7,25,NULL,NULL,19,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110000000,110000000,USD,No,NULL
217,62,P8KmbxA,[],JqQcbPE,62.16,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Baltimore&Maryland&the US'],['USA.21.3_1'],1972,6,19,1972,7,25,1,1,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,62,P8KmbxA,[],tpTA9xE,62.17,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,"['Patapsco River valley&Baltimore&Maryland&the US', 'Ellicott City&Howard&Maryland&the US', 'Oella&Baltimore&Maryland&the US']","['USA.21.3_1,USA.21.13_1']",1972,6,22,1972,6,22,NULL,NULL,NULL,NULL,901,1001,NULL,NULL,6,6,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,62,P8KmbxA,[],KYxXew3,62.18,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Howard County&Maryland&the US'],['USA.21.13_1'],1972,6,22,1972,6,23,NULL,NULL,NULL,NULL,1505,2005,704,704,NULL,NULL,153,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,62,P8KmbxA,[],jRrksBP,62.19,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Port Deposit&Cecil County&Maryland&the US'],['USA.21.7_1'],1972,6,23,1972,6,23,NULL,NULL,NULL,NULL,0,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,62,P8KmbxA,[],9mTJuij,62.20,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Pennsylvania&the US'],['USA.39_1'],1972,6,23,1972,6,23,NULL,NULL,50,50,100001,200001,220000,230000,NULL,NULL,73140,79160,NULL,NULL,NULL,NULL,NULL,2300000000,2300000000,USD,No,NULL
222,62,P8KmbxA,[],HTTpHFf,62.21,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Luzerne County&Pennsylvania&the US'],['USA.39.40_1'],1972,6,23,1972,6,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25000,25000,NULL,NULL,NULL,NULL,NULL,1000000000,1000000000,USD,No,NULL
223,62,P8KmbxA,[],X6dWaV5,62.22,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['West Virginia&the US'],['USA.49_1'],1972,6,19,1972,7,25,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1903,1903,NULL,NULL,NULL,NULL,NULL,7700001,7800001,USD,No,NULL
224,62,P8KmbxA,[],ji8h9Sb,62.23,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Ohio&the US'],['USA.36_1'],1972,6,19,1972,7,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,404,507,NULL,NULL,NULL,NULL,NULL,4000000,5000000,USD,No,NULL
225,62,P8KmbxA,[],vUALiz7,62.24,Single,Tropical Storm/Cyclone,[''],https://en.wikipedia.org/wiki/Hurricane_Agnes,Hurricane Agnes   ,['Delaware&the US'],['USA.8_1'],1972,6,19,1972,7,25,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
